"정선해양관측","106-08","1978-08-09 14:55:00","130.315","37.895","0","400","","34.15","1","1.02","1","","","","","",""
"정선해양관측","106-08","1978-08-09 14:55:00","130.315","37.895","0","500","","34.15","1","0.78","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","0","","33.36","1","20.3","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","10","","33.41","1","20.4","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","20","","33.36","1","20.39","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","30","","33.36","1","20.09","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","50","","34.12","1","16.29","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","75","","34.29","1","15.24","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","100","","34.36","1","13.52","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","125","","34.26","1","8.38","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","150","","34.15","1","5.59","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","200","","34.09","1","3.9","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","250","","34.06","1","3.17","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","300","","34.03","1","1.22","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","400","","34.06","1","0.9","1","","","","","",""
"정선해양관측","106-08","1978-10-11 21:40:00","130.315","37.895","0","500","","34.04","1","0.8","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","0","","34.25","1","16.96","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","10","","34.28","1","17.3","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","20","","34.25","1","17.34","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","30","","34.22","1","17.36","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","50","","34.33","1","16.33","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","75","","34.24","1","15.4","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","100","","34.45","1","11.4","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","125","","34.2","1","6.6","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","150","","34.08","1","3.1","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","200","","34.13","1","2.26","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","250","","34.05","1","1.6","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","300","","34.07","1","1.1","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","400","","34.05","1","0.85","1","","","","","",""
"정선해양관측","106-08","1978-12-06 06:30:00","130.315","37.895","0","500","","34.09","1","0.79","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","0","","34.06","1","9.27","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","10","","34.08","1","9.35","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","20","","34.11","1","9.4","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","30","","34.11","1","9.35","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","50","","34.15","1","9.28","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","75","","34.15","1","9.27","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","100","","34.12","1","8.7","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","125","","34.2","1","7.7","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","150","","33.97","1","6.75","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","200","","34.02","1","6.31","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","250","","34.04","1","5.39","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","300","","34.05","1","3.91","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","400","","34.05","1","2.07","1","","","","","",""
"정선해양관측","106-09","1978-03-02 17:55:00","130.6283","37.895","0","500","","34.06","1","1.18","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","0","","34.26","1","10.41","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","10","","34.26","1","10.51","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","20","","34.26","1","10.6","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","30","","34.26","1","10.39","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","50","","34.17","1","9.35","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","75","","34.08","1","8.34","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","100","","34.04","1","7.12","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","125","","33.99","1","5.05","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","150","","33.97","1","3.98","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","200","","33.95","1","2.6","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","250","","33.98","1","1.3","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","300","","33.98","1","0.91","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","400","","33.96","1","0.75","1","","","","","",""
"정선해양관측","106-09","1978-04-19 00:50:00","130.6283","37.895","0","500","","33.96","1","0.65","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","0","","34.27","1","17.56","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","10","","34.29","1","17.06","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","20","","34.34","1","17.03","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","30","","34.34","1","16.55","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","50","","99.999","4","15.38","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","75","","34.57","1","14.55","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","100","","34.55","1","14.1","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","125","","34.53","1","12.86","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","150","","34.43","1","11.06","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","200","","34.16","1","5.76","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","250","","34.1","1","2.8","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","300","","34.02","1","1.62","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","400","","34.02","1","0.98","1","","","","","",""
"정선해양관측","106-09","1978-06-08 23:00:00","130.6283","37.895","0","500","","34.02","1","0.88","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","0","","33.3","1","26.82","1","","","","","20","2"
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","10","","33.43","1","26.82","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","20","","33.8","1","20.56","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","30","","34.26","1","16.2","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","50","","34.42","1","14.97","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","75","","34.53","1","14.5","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","100","","34.57","1","13.34","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","125","","34.45","1","11.09","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","150","","34.43","1","9.94","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","200","","34.27","1","5.88","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","250","","34.23","1","4.07","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","300","","34.23","1","2","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","400","","34.18","1","1.3","1","","","","","",""
"정선해양관측","106-09","1978-08-09 17:00:00","130.6283","37.895","0","500","","34.13","1","0.89","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","0","","33.29","1","19.94","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","10","","33.27","1","19","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","20","","33.35","1","20.04","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","30","","34.22","1","15.9","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","50","","34.31","1","13.59","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","75","","34.37","1","10.72","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","100","","34.06","1","7.03","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","125","","34.06","1","4.19","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","150","","34.04","1","2.54","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","200","","34.04","1","1.9","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","250","","34.04","1","1.51","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","300","","34.02","1","1.12","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","400","","34.06","1","0.88","1","","","","","",""
"정선해양관측","106-09","1978-10-11 19:45:00","130.6283","37.895","0","500","","34.05","1","0.75","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","0","","33.86","1","16.14","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","10","","34.2","1","17.2","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","20","","34.27","1","17.1","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","30","","34.26","1","17.35","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","50","","34.28","1","17.28","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","75","","34.27","1","17.33","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","100","","34.27","1","15.39","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","125","","34.41","1","14.25","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","150","","34.39","1","11.8","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","200","","34.36","1","7.6","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","250","","34.29","1","4.6","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","300","","34.26","1","2.76","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","400","","34.17","1","1.84","1","","","","","",""
"정선해양관측","106-09","1978-12-06 04:40:00","130.6283","37.895","0","500","","34.09","1","1.03","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","0","","33.86","1","8.3","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","10","","33.95","1","8.37","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","20","","33.53","1","8.38","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","30","","33.93","1","8.32","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","50","","33.99","1","8.31","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","75","","33.04","1","8.31","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","100","","33.91","1","8.2","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","125","","34.01","1","7.67","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","150","","33.99","1","5.3","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","200","","34.05","1","4.39","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","250","","34.05","1","3.08","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","300","","34.04","1","2.98","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","400","","34.04","1","1.47","1","","","","","",""
"정선해양관측","106-10","1978-03-02 19:50:00","130.9417","37.895","0","500","","34.2","1","1.08","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","0","","34.24","1","10.1","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","10","","34.24","1","10.12","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","20","","34.2","1","10.11","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","30","","34.15","1","9.85","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","50","","34.13","1","8.4","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","75","","34.28","1","7.98","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","100","","34.04","1","6.49","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","125","","33.97","1","5.57","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","150","","33.96","1","4.37","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","200","","33.95","1","2.92","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","250","","33.99","1","1.41","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","300","","34.06","1","0.98","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","400","","33.99","1","0.8","1","","","","","",""
"정선해양관측","106-10","1978-04-19 02:40:00","130.9417","37.895","0","500","","33.97","1","0.65","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","0","","34.18","1","17.79","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","10","","34.14","1","17.77","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","20","","34.18","1","15.01","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","30","","34.2","1","13.8","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","50","","34.29","1","12.09","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","75","","34.26","1","11.49","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","100","","34.18","1","11.45","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","125","","34.29","1","9.18","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","150","","34.17","1","8.5","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","200","","34.14","1","7.35","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","250","","34.01","1","5.3","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","300","","33.95","1","2.01","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","400","","33.94","1","0.92","1","","","","","",""
"정선해양관측","106-10","1978-06-09 01:00:00","130.9417","37.895","0","500","","33.98","1","0.72","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","0","","32.88","1","27.8","1","","","","","18","2"
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","10","","32.76","1","27.25","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","20","","33.63","1","21.1","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","30","","34.02","1","17.72","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","50","","34.08","1","15.15","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","75","","34.4","1","14.57","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","100","","34.56","1","14.27","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","125","","34.47","1","12.8","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","150","","34.38","1","9.6","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","200","","34.18","1","4.89","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","250","","34.14","1","2.75","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","300","","34.13","1","1.38","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","400","","34.14","1","0.99","1","","","","","",""
"정선해양관측","106-10","1978-08-09 19:00:00","130.9417","37.895","0","500","","34.17","1","0.9","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","0","","33.43","1","20.32","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","10","","33.39","1","20.33","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","20","","33.78","1","19.4","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","30","","34.17","1","15.22","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","50","","34.27","1","14.2","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","75","","34.27","1","9.6","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","100","","34.14","1","5.63","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","125","","34.04","1","3.5","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","150","","34.04","1","2.76","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","200","","34.02","1","1.69","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","250","","34.02","1","1.11","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","300","","34.03","1","0.88","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","400","","34.04","1","0.78","1","","","","","",""
"정선해양관측","106-10","1978-10-11 17:50:00","130.9417","37.895","0","500","","34.04","1","0.72","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","0","","34.13","1","14.55","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","10","","34.14","1","15.34","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","20","","34.36","1","15.6","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","30","","34.13","1","15.63","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","50","","34.11","1","15","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","75","","99.999","4","15","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","100","","34.27","1","14.82","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","125","","34.17","1","14.1","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","150","","34.4","1","12.87","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","200","","34.4","1","10.91","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","250","","34.25","1","8.2","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","300","","34.18","1","5.8","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","400","","34.06","1","3.1","1","","","","","",""
"정선해양관측","106-10","1978-12-06 02:50:00","130.9417","37.895","0","500","","34.02","1","1.98","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","0","","33.92","1","8.53","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","10","","34.04","1","8.57","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","20","","33.99","1","8.53","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","30","","33.98","1","8.29","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","50","","33.91","1","8.26","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","75","","34.02","1","8.23","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","100","","33.84","1","8.2","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","125","","34.01","1","8.09","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","150","","34.02","1","6.5","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","200","","34.05","1","4.96","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","250","","34.21","1","2.67","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","300","","34.04","1","2.1","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","400","","33.83","1","1.6","1","","","","","",""
"정선해양관측","106-11","1978-03-02 21:40:00","131.2517","37.895","0","500","","34.01","1","1.1","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","0","","34.25","1","10.49","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","10","","34.25","1","10.5","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","20","","34.25","1","10.5","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","30","","34.18","1","9.82","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","50","","34.15","1","9.53","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","75","","34.11","1","9.3","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","100","","34.05","1","9.2","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","125","","34","1","6.12","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","150","","33.96","1","5.3","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","200","","33.95","1","2.12","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","250","","33.99","1","1","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","300","","34","1","0.92","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","400","","33.99","1","0.75","1","","","","","",""
"정선해양관측","106-11","1978-04-19 04:30:00","131.2517","37.895","0","500","","33.98","1","0.6","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","0","","34.23","1","16.37","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","10","","34.24","1","16.29","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","20","","34.22","1","14.8","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","30","","34.17","1","10.5","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","50","","34.16","1","9.09","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","75","","34.14","1","8.88","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","100","","34.13","1","8.86","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","125","","34.1","1","8.85","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","150","","34.1","1","8.67","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","200","","34.09","1","7.76","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","250","","33.97","1","3.83","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","300","","33.95","1","3.27","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","400","","33.91","1","1.04","1","","","","","",""
"정선해양관측","106-11","1978-06-09 03:00:00","131.2517","37.895","0","500","","33.94","1","0.73","1","","","","","",""
"정선해양관측","106-11","1978-08-09 20:55:00","131.2517","37.895","0","0","","32.89","1","29.85","1","","","","","",""
"정선해양관측","106-11","1978-08-09 20:55:00","131.2517","37.895","0","10","","32.79","1","27.08","1","","","","","",""
